Date,Close,High,Low,Open,Volume
2000-01-03,0.838496208190918,0.8427095283043525,0.7617158800408831,0.7855928275314206,535796800
2000-01-04,0.767802357673645,0.8286641530267459,0.7579705468501174,0.8108739120933899,512377600
2000-01-05,0.7790378928184509,0.8281961563952561,0.7715476189076403,0.7771653118392062,778321600
2000-01-06,0.7116212248802185,0.8015104122570126,0.7116212248802185,0.7949564038532123,767972800
2000-01-07,0.7453297972679138,0.7565660804117029,0.7153670589686022,0.7228573309926467,460734400
2000-01-10,0.7322210073471069,0.7659289077536736,0.709748540343719,0.764056327185451,505064000
2000-01-11,0.6947673559188843,0.7443937813645874,0.6779134256192453,0.7186443030774206,441548800
2000-01-12,0.6530999541282654,0.7153670151537741,0.6479495204448511,0.7116210042634653,976068800
2000-01-13,0.7247300148010254,0.7397114121228741,0.6928946892598246,0.7077586220973963,1032684800
2000-01-14,0.7523520588874817,0.7659289819093256,0.7443936282066345,0.7490750550773586,390376000
2000-01-18,0.7785698175430298,0.7940201739588019,0.7523521825553375,0.756566302534591,459177600
2000-01-19,0.7982332110404968,0.8146190281044473,0.774356271833185,0.7912102465264789,597643200
2000-01-20,0.8502004742622375,0.9101259591657516,0.8502004742622375,0.8651818204850348,1831132800
2000-01-21,0.8338146805763245,0.8558182441758555,0.8253872912646885,0.8558182441758555,495924800
2000-01-24,0.7958926558494568,0.8445819075387063,0.7874652170397165,0.8122784256442783,440876800
2000-01-25,0.8408365845680237,0.847391491302298,0.7668659807586484,0.7865288007276031,497145600
2000-01-26,0.8253872394561768,0.8553500327508506,0.822110285530002,0.8239828163431979,367158400
2000-01-27,0.823982834815979,0.8464553553431865,0.8015103642949366,0.8150872881275103,340144000
2000-01-28,0.7612475156784058,0.8305367502902841,0.753757243073763,0.8104058206890609,423348800
2000-01-31,0.7771652340888977,0.7781015494879319,0.7078760443323309,0.7565661952978193,701680000
2000-02-01,0.7509475350379944,0.7865288671561842,0.749075004421264,0.7790377445660897,318035200
2000-02-02,0.7401796579360962,0.7649928705491631,0.7266026821747176,0.7546937493625733,464195200
2000-02-03,0.7738882899284363,0.7809112555833375,0.7509476122469338,0.7514157699523296,475193600
2000-02-04,0.8090015053749084,0.8239828526766834,0.7762290143043892,0.7785697529333447,425320000
2000-02-07,0.854413628578186,0.8558181015514266,0.7935518329109709,0.8090013856597275,441067200
2000-02-08,0.8605005145072937,0.8698632690959003,0.8333465659586028,0.8539456061744032,408643200
2000-02-09,0.8436456322669983,0.8773543889866506,0.842241259089873,0.8548819178443267,299364800
2000-02-10,0.8502004742622375,0.8530093204097542,0.8239827933322861,0.845518997341493,302982400
2000-02-11,0.8146191239356995,0.8548818349372846,0.8108739624726858,0.851136673474271,212251200
2000-02-14,0.8675222992897034,0.8679904568698732,0.8136826273795169,0.8188322107429331,367539200
2000-02-15,0.891399085521698,0.8984220481125798,0.8628407778658531,0.8633089353669983,485744000
2000-02-16,0.854881763458252,0.8848453529404533,0.8399004187725676,0.8820357069826114,378246400
2000-02-17,0.8605005145072937,0.865181891801597,0.8473916979648453,0.8628412031544453,289497600
2000-02-18,0.8333463668823242,0.8642453698801297,0.830536671069645,0.8586276784640303,233441600
2000-02-22,0.8525412678718567,0.8759500555354504,0.7991696840546278,0.8249192104673087,422296000
2000-02-23,0.87079918384552,0.8913991146928846,0.8314727523149517,0.848210108617684,473099200
2000-02-24,0.8629576563835144,0.8923356737126534,0.8370915214741151,0.8787587019737154,376432000
2000-02-25,0.8267915844917297,0.8764180468974075,0.8249190538553648,0.8600322286844738,249144000
2000-02-28,0.8483278751373291,0.8614366910882704,0.8118103235429753,0.8249191394939166,328328000
2000-02-29,0.8586276173591614,0.8782904360269743,0.843177316861316,0.8506683383107161,368961600
2000-03-01,0.9761382937431335,0.9892471105422413,0.8876543804231665,0.8881225381642296,1077003200
2000-03-02,0.9138718843460083,0.9583479635716836,0.9040400731171082,0.9513257984768292,311259200
